id,attr_1,attr_2,attr_3,attr_4,attr_5,attr_6,attr_7,attr_8,attr_9,attr_10
11229,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,elephant,no
11239,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,peacock,no
11251,same as saree,zari,small border,white,traditional,jacquard,woven design,zari woven,ethnic motif,yes
11254,default,zari,big border,default,wedding,jacquard,zari woven,zari woven,ethnic motif,no
11271,same as saree,zari,small border,white,traditional,jacquard,woven design,zari woven,elephant,yes
11281,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
11289,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,peacock,no
11297,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,peacock,no
11311,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,default,no
11313,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
11314,solid,zari,big border,default,party,jacquard,zari woven,solid,solid,no
11315,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,default,no
11322,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,peacock,no
11335,same as saree,zari,small border,white,traditional,jacquard,woven design,zari woven,ethnic motif,yes
11345,same as saree,zari,small border,white,traditional,jacquard,woven design,zari woven,ethnic motif,yes
11348,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
11360,same as border,zari,big border,default,traditional,default,zari woven,zari woven,ethnic motif,no
11361,same as saree,zari,small border,cream,traditional,jacquard,woven design,zari woven,peacock,no
11378,same as border,temple border,big border,default,party,jacquard,zari woven,solid,solid,no
11384,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
11395,same as border,zari,big border,multicolor,party,tassels and latkans,zari woven,printed,checked,no
11405,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
11407,same as saree,zari,small border,white,traditional,default,zari woven,zari woven,default,no
11411,default,zari,big border,yellow,party,jacquard,same as saree,zari woven,ethnic motif,no
11417,solid,zari,big border,default,daily,jacquard,default,solid,solid,no
11436,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,floral,no
11440,same as border,zari,big border,default,daily,jacquard,zari woven,solid,solid,no
11442,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,peacock,no
11470,same as border,zari,big border,navy blue,traditional,tassels and latkans,zari woven,zari woven,ethnic motif,no
11471,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
11484,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
11485,same as border,default,small border,default,party,default,same as saree,zari woven,default,no
11492,same as saree,zari,small border,cream,traditional,jacquard,woven design,zari woven,peacock,no
11506,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,floral,no
11510,same as border,default,small border,multicolor,party,default,same as saree,printed,peacock,no
11532,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,elephant,no
11534,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,floral,no
11537,same as border,zari,big border,default,party,jacquard,zari woven,solid,solid,yes
11544,default,zari,big border,green,traditional,jacquard,zari woven,zari woven,ethnic motif,no
11545,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
11546,same as saree,zari,small border,cream,traditional,jacquard,woven design,zari woven,floral,no
11550,same as border,temple border,big border,navy blue,party,jacquard,zari woven,solid,solid,no
11563,same as saree,zari,big border,green,party,tassels and latkans,same as saree,woven design,checked,no
11564,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
11580,same as saree,default,small border,default,party,default,same as saree,default,floral,no
11581,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
11585,same as saree,temple border,big border,default,daily,jacquard,zari woven,solid,solid,yes
11591,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,elephant,no
11592,same as border,zari,big border,multicolor,party,tassels and latkans,default,printed,checked,no
11593,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
11632,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,peacock,no
11648,default,zari,big border,default,traditional,jacquard,woven design,zari woven,ethnic motif,no
11651,same as saree,zari,small border,white,traditional,jacquard,woven design,zari woven,floral,yes
11652,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,peacock,no
11674,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,botanical,no
11677,same as border,temple border,big border,default,party,jacquard,zari woven,solid,solid,yes
11683,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,floral,no
11686,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,peacock,no
11688,default,no border,no border,default,party,jacquard,same as saree,zari woven,default,no
11689,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
11714,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,floral,no
11716,same as border,default,small border,green,party,default,same as saree,printed,peacock,no
11722,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
11724,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
11729,same as saree,zari,small border,white,traditional,jacquard,woven design,zari woven,elephant,yes
11732,same as border,zari,big border,default,party,jacquard,default,solid,solid,no
11748,same as border,zari,big border,multicolor,daily,tassels and latkans,zari woven,woven design,checked,no
11751,default,zari,big border,default,traditional,jacquard,default,zari woven,floral,no
11752,same as border,temple border,big border,default,party,jacquard,zari woven,solid,solid,no
11754,same as saree,zari,small border,cream,traditional,jacquard,woven design,zari woven,floral,no
11760,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
11763,same as border,default,small border,default,party,default,same as saree,zari woven,botanical,no
11765,same as saree,zari,big border,multicolor,party,tassels and latkans,default,printed,checked,no
11770,same as border,zari,big border,multicolor,daily,tassels and latkans,default,woven design,checked,no
11777,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
11780,same as border,zari,big border,default,traditional,jacquard,zari woven,zari woven,ethnic motif,no
11781,same as saree,temple border,small border,cream,party,jacquard,woven design,zari woven,peacock,no
11789,same as saree,zari,small border,white,traditional,jacquard,woven design,zari woven,elephant,yes
11792,same as saree,zari,small border,cream,traditional,jacquard,woven design,zari woven,peacock,no
11794,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
11804,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,peacock,no
11810,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,ethnic motif,yes
11866,same as border,default,small border,green,party,default,same as saree,zari woven,default,no
11880,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,floral,yes
11884,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
11893,same as border,zari,big border,default,party,tassels and latkans,same as saree,woven design,checked,no
11896,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,ethnic motif,yes
11907,same as border,zari,big border,multicolor,party,tassels and latkans,default,printed,checked,no
11912,same as saree,zari,small border,cream,traditional,jacquard,woven design,zari woven,peacock,yes
11917,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,elephant,no
11926,same as border,woven design,small border,default,traditional,tassels and latkans,default,solid,solid,no
11932,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,peacock,no
11933,same as border,zari,big border,default,party,tassels and latkans,zari woven,zari woven,ethnic motif,no
11945,same as saree,no border,small border,white,daily,default,default,zari woven,default,no
11952,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,default,no
11962,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,peacock,no
11973,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,peacock,no
12000,default,no border,no border,default,party,jacquard,same as saree,zari woven,default,no
12001,default,zari,big border,multicolor,party,default,default,default,default,no
12015,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
12019,same as border,temple border,big border,default,party,jacquard,zari woven,solid,solid,yes
12024,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
12031,same as saree,zari,small border,cream,traditional,jacquard,woven design,zari woven,peacock,no
12032,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,elephant,no
12040,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,floral,no
12043,same as saree,zari,big border,green,daily,tassels and latkans,default,printed,checked,no
12044,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
12049,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
12059,same as saree,temple border,small border,cream,party,jacquard,woven design,zari woven,ethnic motif,yes
12064,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
12067,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,floral,no
12069,default,zari,big border,default,traditional,jacquard,zari woven,zari woven,ethnic motif,no
12095,same as saree,no border,small border,white,daily,default,default,zari woven,default,no
12100,same as saree,zari,big border,pink,daily,tassels and latkans,zari woven,printed,checked,no
12112,same as saree,default,small border,multicolor,party,default,same as saree,default,floral,yes
12114,same as saree,solid,big border,cream,party,jacquard,same as saree,woven design,floral,yes
12116,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
12119,same as border,default,small border,multicolor,party,tassels and latkans,same as saree,solid,solid,no
12125,solid,default,small border,pink,party,default,same as saree,zari woven,default,no
12127,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,peacock,no
12137,same as saree,temple border,small border,cream,party,jacquard,woven design,zari woven,peacock,no
12151,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,default,no
12160,same as border,default,small border,default,party,tassels and latkans,same as saree,zari woven,ethnic motif,no
12165,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
12170,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,floral,no
12176,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
12177,same as border,temple border,big border,default,party,jacquard,zari woven,solid,solid,yes
12197,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
12202,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,peacock,no
12208,same as border,zari,big border,multicolor,party,tassels and latkans,default,printed,default,no
12211,same as saree,default,small border,multicolor,party,default,same as saree,solid,default,no
12217,default,default,small border,multicolor,party,tassels and latkans,default,woven design,solid,no
12221,same as saree,zari,big border,multicolor,party,tassels and latkans,same as saree,printed,checked,no
12234,same as saree,zari,small border,white,traditional,jacquard,woven design,zari woven,peacock,yes
12250,solid,zari,big border,pink,traditional,jacquard,zari woven,zari woven,solid,no
12251,same as border,temple border,big border,default,party,jacquard,zari woven,solid,solid,yes
12255,same as border,zari,big border,multicolor,daily,tassels and latkans,default,woven design,checked,no
12258,same as saree,zari,small border,white,traditional,jacquard,woven design,zari woven,ethnic motif,yes
12266,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
12269,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
12274,same as border,zari,big border,multicolor,daily,tassels and latkans,zari woven,woven design,checked,no
12292,same as saree,zari,big border,multicolor,party,tassels and latkans,default,printed,checked,no
12296,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,ethnic motif,no
12319,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
12326,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
12328,same as border,default,small border,default,party,default,same as saree,zari woven,floral,no
12340,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
12342,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,floral,yes
12348,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,floral,no
12356,default,default,small border,multicolor,party,default,same as saree,solid,solid,no
12359,same as border,zari,big border,default,party,jacquard,zari woven,solid,solid,yes
12362,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,peacock,no
12364,same as border,zari,big border,multicolor,daily,tassels and latkans,default,woven design,checked,no
12367,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,ethnic motif,no
12371,solid,zari,big border,default,party,jacquard,zari woven,solid,solid,no
12392,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
12402,same as border,zari,big border,default,party,tassels and latkans,zari woven,zari woven,floral,no
12407,same as border,default,small border,cream,party,tassels and latkans,same as saree,solid,solid,no
12408,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
12409,same as border,zari,small border,navy blue,daily,jacquard,zari woven,solid,solid,yes
12414,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,peacock,no
12415,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,floral,no
12420,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,peacock,no
12421,same as saree,zari,big border,multicolor,party,tassels and latkans,default,printed,checked,no
12424,same as saree,zari,big border,green,daily,tassels and latkans,same as saree,woven design,checked,no
12433,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
12435,same as saree,temple border,small border,cream,party,jacquard,woven design,zari woven,peacock,no
12439,same as saree,zari,small border,white,traditional,jacquard,woven design,zari woven,peacock,yes
12446,same as saree,temple border,small border,cream,party,jacquard,woven design,zari woven,peacock,no
12458,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
12468,same as saree,default,small border,cream,party,default,default,default,default,no
12471,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,elephant,no
12482,same as saree,zari,small border,cream,traditional,jacquard,woven design,zari woven,peacock,yes
12487,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
12494,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
12512,same as saree,zari,small border,cream,traditional,jacquard,woven design,zari woven,peacock,no
12516,solid,zari,small border,multicolor,party,tassels and latkans,same as saree,default,ethnic motif,no
12517,same as saree,temple border,small border,cream,party,jacquard,woven design,zari woven,peacock,no
12521,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,default,no
12530,default,woven design,big border,pink,traditional,jacquard,default,woven design,default,no
12531,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
12534,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,peacock,no
12540,same as saree,zari,small border,white,party,jacquard,woven design,zari woven,peacock,no
12546,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
12549,default,no border,no border,default,party,jacquard,same as saree,zari woven,default,no
12552,same as saree,zari,small border,cream,traditional,jacquard,woven design,zari woven,peacock,no
12571,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,floral,no
12583,same as saree,temple border,small border,cream,party,jacquard,woven design,zari woven,peacock,no
12586,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,peacock,no
12588,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
12615,same as saree,zari,small border,white,traditional,default,zari woven,zari woven,default,no
12649,same as saree,zari,small border,white,traditional,jacquard,woven design,zari woven,peacock,yes
12658,same as saree,zari,small border,cream,party,jacquard,same as saree,zari woven,peacock,no
12659,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
12661,same as saree,zari,small border,cream,traditional,jacquard,woven design,zari woven,peacock,no
12674,default,temple border,big border,default,traditional,jacquard,zari woven,zari woven,default,no
12675,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
12677,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
12680,default,woven design,big border,multicolor,traditional,tassels and latkans,same as saree,zari woven,default,no
12684,same as saree,solid,small border,white,traditional,default,same as saree,zari woven,default,no
12697,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,peacock,no
12712,default,no border,small border,green,party,tassels and latkans,same as saree,zari woven,ethnic motif,no
12713,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
12718,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
12732,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
12757,same as saree,zari,small border,white,party,jacquard,woven design,zari woven,peacock,no
12772,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,floral,no
12782,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
12820,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,peacock,no
12822,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,peacock,yes
12825,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
12832,default,no border,no border,default,party,jacquard,same as saree,zari woven,default,no
12837,same as saree,zari,small border,white,party,jacquard,woven design,zari woven,peacock,yes
12839,same as saree,zari,small border,white,traditional,jacquard,woven design,zari woven,ethnic motif,yes
12855,same as saree,temple border,small border,cream,party,jacquard,woven design,zari woven,peacock,no
12861,same as saree,temple border,small border,cream,party,jacquard,woven design,zari woven,peacock,no
12865,same as saree,zari,big border,multicolor,daily,tassels and latkans,default,woven design,checked,no
12867,same as border,default,small border,default,party,default,same as saree,zari woven,floral,no
12870,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,ethnic motif,yes
12872,same as border,temple border,big border,navy blue,party,jacquard,zari woven,solid,solid,yes
12891,same as saree,zari,small border,white,traditional,jacquard,woven design,zari woven,floral,yes
12896,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,botanical,no
12897,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,elephant,yes
12914,default,zari,big border,cream,party,jacquard,zari woven,zari woven,peacock,no
12932,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
12951,same as saree,zari,big border,multicolor,daily,tassels and latkans,default,woven design,checked,no
12964,same as saree,temple border,small border,cream,traditional,jacquard,woven design,zari woven,peacock,yes
12982,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,peacock,no
12991,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,peacock,no
13003,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
13022,same as border,temple border,big border,navy blue,party,jacquard,zari woven,solid,solid,no
13025,same as border,temple border,big border,default,party,jacquard,zari woven,solid,solid,yes
13027,same as saree,solid,big border,white,traditional,jacquard,woven design,woven design,floral,no
13029,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
13036,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
13039,same as saree,zari,small border,white,traditional,jacquard,woven design,zari woven,peacock,yes
13040,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,default,no
13045,same as border,zari,big border,default,party,jacquard,zari woven,solid,solid,no
13048,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,floral,no
13050,same as saree,zari,small border,white,traditional,jacquard,woven design,zari woven,ethnic motif,yes
13056,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,peacock,no
13087,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
13095,same as border,zari,small border,white,traditional,tassels and latkans,same as saree,zari woven,ethnic motif,no
13113,default,no border,no border,default,traditional,jacquard,zari woven,zari woven,floral,no
13130,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
13140,solid,zari,no border,multicolor,party,tassels and latkans,default,default,default,no
13141,same as border,default,small border,yellow,party,default,same as saree,zari woven,default,no
13162,same as saree,woven design,small border,default,wedding,default,same as saree,zari woven,solid,no
13167,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,ethnic motif,no
13177,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
13181,same as saree,temple border,small border,cream,party,jacquard,woven design,zari woven,peacock,no
13186,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
13189,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
13191,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
13195,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,floral,no
13202,same as saree,zari,small border,white,party,jacquard,woven design,zari woven,peacock,no
13207,same as border,temple border,big border,default,party,jacquard,zari woven,solid,solid,no
13231,same as border,default,small border,default,party,default,same as saree,zari woven,default,no
13232,same as border,zari,big border,default,daily,jacquard,zari woven,solid,solid,no
13255,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
13261,same as saree,zari,small border,cream,traditional,jacquard,woven design,zari woven,peacock,no
13284,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
13285,same as saree,zari,big border,multicolor,party,tassels and latkans,default,printed,checked,no
13288,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,floral,no
13299,same as saree,temple border,big border,yellow,daily,jacquard,zari woven,solid,solid,yes
13306,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,peacock,no
13310,default,zari,big border,white,traditional,jacquard,default,zari woven,ethnic motif,no
13334,same as saree,zari,small border,white,party,jacquard,zari woven,zari woven,default,no
13342,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,floral,no
13343,default,woven design,big border,green,traditional,jacquard,zari woven,zari woven,ethnic motif,no
13362,same as border,zari,big border,green,traditional,jacquard,zari woven,solid,solid,no
13380,same as saree,temple border,small border,cream,party,jacquard,woven design,zari woven,peacock,no
13387,same as saree,zari,big border,green,party,tassels and latkans,default,printed,checked,no
13402,same as saree,temple border,small border,cream,party,jacquard,woven design,zari woven,peacock,no
13417,same as border,default,small border,green,party,default,same as saree,printed,peacock,no
13447,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,peacock,no
13475,same as border,default,small border,default,party,tassels and latkans,same as saree,zari woven,ethnic motif,no
13476,same as border,temple border,big border,default,party,jacquard,zari woven,solid,solid,yes
13478,same as saree,solid,big border,white,traditional,jacquard,woven design,woven design,floral,no
13481,same as border,default,small border,default,party,default,same as saree,zari woven,floral,no
13483,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
13491,same as saree,temple border,small border,cream,party,jacquard,woven design,zari woven,peacock,no
13497,same as border,zari,big border,default,daily,jacquard,zari woven,solid,solid,no
13503,default,zari,big border,pink,traditional,jacquard,default,zari woven,botanical,no
13507,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
13517,same as saree,zari,small border,white,party,jacquard,woven design,zari woven,peacock,no
13519,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
13523,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
13540,same as border,temple border,big border,default,party,jacquard,zari woven,solid,solid,no
13545,same as saree,zari,small border,cream,party,jacquard,same as saree,zari woven,default,yes
13547,same as saree,zari,small border,white,party,jacquard,woven design,zari woven,floral,no
13565,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
13568,default,woven design,big border,navy blue,traditional,jacquard,same as saree,zari woven,ethnic motif,no
13576,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
13577,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,floral,no
13578,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,floral,no
13580,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,botanical,no
13593,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,peacock,no
13608,same as saree,zari,small border,white,traditional,default,zari woven,zari woven,default,no
13617,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
13618,same as saree,zari,small border,cream,traditional,jacquard,woven design,zari woven,peacock,no
13620,same as saree,zari,small border,cream,traditional,jacquard,woven design,zari woven,default,yes
13621,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
13623,same as saree,zari,small border,cream,traditional,jacquard,woven design,zari woven,peacock,no
13657,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,peacock,no
13668,solid,zari,big border,default,daily,jacquard,default,solid,solid,no
13676,same as border,zari,big border,multicolor,daily,tassels and latkans,zari woven,printed,checked,no
13691,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,default,no
13716,same as saree,zari,big border,white,daily,default,default,zari woven,default,no
13721,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
13724,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,floral,no
13728,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,floral,no
13743,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,floral,no
13744,same as saree,default,small border,cream,party,default,same as saree,default,floral,yes
13756,default,zari,big border,green,traditional,jacquard,default,zari woven,floral,no
13757,solid,default,small border,green,party,default,same as saree,zari woven,floral,no
13762,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
13763,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
13765,same as saree,zari,small border,cream,traditional,jacquard,woven design,zari woven,peacock,no
13770,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
13805,same as saree,zari,big border,default,party,tassels and latkans,same as saree,woven design,checked,no
13825,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,peacock,no
13846,same as border,zari,big border,multicolor,party,tassels and latkans,default,printed,checked,no
13848,same as saree,zari,big border,multicolor,daily,tassels and latkans,same as saree,woven design,checked,no
13852,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,floral,no
13853,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
13863,default,woven design,big border,multicolor,wedding,jacquard,zari woven,woven design,default,no
13864,solid,zari,big border,default,daily,jacquard,default,solid,solid,no
13874,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
13881,same as saree,zari,small border,white,traditional,jacquard,woven design,zari woven,floral,yes
13882,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
13920,same as border,zari,big border,multicolor,daily,tassels and latkans,default,woven design,checked,no
13925,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
13933,same as saree,woven design,small border,cream,party,jacquard,woven design,zari woven,peacock,no
13941,same as saree,temple border,big border,default,party,jacquard,zari woven,solid,solid,yes
13950,same as border,zari,big border,default,party,jacquard,default,solid,solid,no
13953,same as border,zari,big border,multicolor,party,tassels and latkans,default,printed,default,no
13954,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
13960,same as saree,zari,small border,white,traditional,default,zari woven,zari woven,default,no
13969,same as border,temple border,big border,yellow,party,jacquard,zari woven,solid,solid,yes
13980,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,peacock,no
13985,same as saree,zari,small border,white,traditional,jacquard,woven design,zari woven,ethnic motif,yes
13986,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
13994,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
13999,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,peacock,no
14017,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,floral,no
14022,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,peacock,no
14049,same as border,temple border,big border,default,party,jacquard,zari woven,solid,solid,yes
14054,default,zari,big border,cream,traditional,jacquard,default,zari woven,ethnic motif,no
14055,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
14062,same as saree,zari,small border,white,wedding,default,zari woven,zari woven,default,no
14080,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
14091,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,floral,no
14094,same as border,zari,big border,multicolor,daily,tassels and latkans,default,woven design,checked,no
14095,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,floral,no
14101,same as border,temple border,big border,navy blue,party,jacquard,zari woven,solid,solid,yes
14125,same as saree,zari,big border,multicolor,party,tassels and latkans,default,printed,checked,no
